Hotel,fecha,occ,habs_disp,tp,po,pt,te
CEINS,2013-01-25,0.685535,159,1024.85,1.08147,1.02429,702.573
CEINS,2013-01-26,0.572327,159,974.825,1.10491,1.06634,557.919
CEINS,2013-01-27,0.528302,159,985.094,1.05576,0.954891,520.427
CEINS,2013-01-28,0.748428,159,1024.03,0.949577,0.978136,766.411
CEINS,2013-01-29,0.949686,159,1053.12,1.07419,0.978874,1000.13
CEINS,2013-01-30,1,159,1049.44,1.11299,0.94946,1049.44
CEINS,2013-01-31,1,159,1063.79,1.24354,0.94901,1063.79
CEINS,2013-02-01,0.666667,159,1035.84,1.37624,1.0206,690.559
CEINS,2013-02-02,0.515723,159,994.135,1.05248,1.02248,512.698
CEINS,2013-02-03,0.578616,159,1041.18,1.38403,1.03377,602.443
CEINS,2013-02-04,0.72956,159,1026,1.35614,0.964004,748.529
CEINS,2013-02-05,0.974843,159,1010.93,1.18057,0.98096,985.493
CEINS,2013-02-06,1,159,1035.54,1.13008,0.968496,1035.54
CEINS,2013-02-07,1,159,1045.89,1.10904,0.934867,1045.89
CEINS,2013-02-08,0.830189,159,1003.76,1.11674,1.00692,833.31
CEINS,2013-02-09,0.679245,159,1011.07,1.21045,1.04071,686.765
CEINS,2013-02-10,0.735849,159,1008.36,1.22413,0.980326,742.004
CEINS,2013-02-11,0.943396,159,1061.89,1.05092,1.00303,1001.78
CEINS,2013-02-12,1,159,1070.44,1.05126,1.00812,1070.44
CEINS,2013-02-13,1,159,1040.51,1.12399,0.989477,1040.51
CEINS,2013-02-14,1,159,1035.24,1.13315,0.961915,1035.24
CEINS,2013-02-15,0.836478,159,1016.78,1.17709,1.02461,850.51
CEINS,2013-02-16,0.748428,159,1045.63,1.23683,1.08188,782.577
CEINS,2013-02-17,0.515723,159,974.354,0.893587,0.961607,502.497
CEINS,2013-02-18,0.710692,159,962.205,0.853239,0.934835,683.832
CEINS,2013-02-19,0.91195,159,1040.06,1.02779,0.994622,948.485
CEINS,2013-02-20,1,159,1107.46,1.04424,1.00094,1107.46
CEINS,2013-02-21,1,159,1089.15,1.03817,1.00236,1089.15
CEINS,2013-02-22,0.955975,159,1089.77,1.3142,1.0921,1041.79
CEINS,2013-02-23,0.81761,159,1069.51,1.34938,1.1526,874.442
CEINS,2013-02-24,0.484277,159,1042.71,1.00972,1.01891,504.962
CEINS,2013-02-25,0.786164,159,1036.91,1.16527,1.00622,815.177
CEINS,2013-02-26,0.993711,159,1029.64,1.21995,0.987965,1023.16
CEINS,2013-02-27,1,159,1035.63,1.20173,0.958144,1035.63
CEINS,2013-02-28,1,159,1014.32,1.15941,0.932198,1014.32
CEINS,2013-03-01,0.811321,159,1011.17,1.23776,0.99872,820.385
CEINS,2013-03-02,0.874214,159,1039.11,1.49201,1.01984,908.408
CEINS,2013-03-03,0.874214,159,1012.17,1.56235,0.960273,884.855
CEINS,2013-03-04,1,159,1024.02,1.26109,0.958319,1024.02
CEINS,2013-03-05,1,159,1009.79,1.17355,0.886857,1009.79
CEINS,2013-03-06,1,159,1027.98,1.02122,0.938708,1027.98
CEINS,2013-03-07,1,159,993.958,1.02122,0.88251,993.958
CEINS,2013-03-08,1,159,997.182,1.09545,0.970174,997.182
CEINS,2013-03-09,0.672956,159,1002.71,1.08209,0.998491,674.778
CEINS,2013-03-10,0.672956,159,995.561,1.07932,0.900288,669.969
CEINS,2013-03-11,1,159,1036.16,1.04337,0.933681,1036.16
CEINS,2013-03-12,1,159,1070.59,1.02122,0.95512,1070.59
CEINS,2013-03-13,1,159,1055.86,1.02122,0.934521,1055.86
CEINS,2013-03-14,1,159,1065.72,1.02373,0.974295,1065.72
CEINS,2013-03-15,0.716981,159,1056.37,0.946143,1.02455,757.398
CEINS,2013-03-16,0.666667,159,1042.6,0.918502,1.09233,695.063
CEINS,2013-03-17,0.427673,159,1074.44,1.1077,1.05937,459.508
CEINS,2013-03-18,0.603774,159,1050.07,1.23418,0.986815,634.002
CEINS,2013-03-19,0.962264,159,1028.49,1.25395,0.992375,989.682
CEINS,2013-03-20,1,159,1057.06,1.20058,0.984219,1057.06
CEINS,2013-03-21,0.786164,159,1011.54,1.18923,0.966031,795.233
CEINS,2013-03-22,0.591195,159,988.003,1.29298,1.02378,584.103
CEINS,2013-03-23,0.641509,159,1024.58,1.46447,1.05099,657.28
CEINS,2013-03-24,0.471698,159,1039.31,1.25285,1.00444,490.241
CEINS,2013-03-25,0.484277,159,1014.9,1.07037,1.00881,491.494
CEINS,2013-03-26,0.484277,159,1065.63,1.10958,1.05396,516.061
CEINS,2013-03-27,0.308176,159,1041.24,1.05049,1.07753,320.886
CEINS,2013-03-28,0.352201,159,1080.88,1.04656,1.04468,380.688
CEINS,2013-03-29,0.408805,159,1088.56,1.02283,1.20426,445.01
CEINS,2013-03-30,0.339623,159,1052.72,1.00919,1.12733,357.526
CEINS,2013-03-31,0.283019,159,1045.6,0.939142,1.08682,295.923
CEINS,2013-04-01,0.496855,159,1060.3,1.11392,1.06222,526.814
CEINS,2013-04-02,0.522013,159,1016.88,0.945062,1.00294,530.823
CEINS,2013-04-03,0.622642,159,1011.65,1.00636,0.98464,629.898
CEINS,2013-04-04,0.830189,159,1034.21,1.22041,1.00283,858.587
CEINS,2013-04-05,0.628931,159,1042.16,1.35188,1.04816,655.446
CEINS,2013-04-06,0.377358,159,1002.63,0.831119,1.30549,378.349
CEINS,2013-04-07,0.509434,159,1021.58,0.890086,1.03492,520.428
CEINS,2013-04-08,1,159,1037.29,1.29637,1.01184,1037.29
CEINS,2013-04-09,1,159,1039.69,1.17465,0.947698,1039.69
CEINS,2013-04-10,1,159,1043.65,1.11796,0.937949,1043.65
CEINS,2013-04-11,1,159,1038.23,1.11696,0.920957,1038.23
CEINS,2013-04-12,0.647799,159,987.759,0.761651,0.87634,639.869
CEINS,2013-04-13,0.540881,159,966.566,1.06558,0.940049,522.797
CEINS,2013-04-14,0.534591,159,991.507,0.903748,0.926634,530.051
CEINS,2013-04-15,0.886792,159,1007.96,0.996745,0.92984,893.856
CEINS,2013-04-16,1,159,1016.63,1.07198,0.920492,1016.63
CEINS,2013-04-17,1,159,1018.21,1.05659,0.953175,1018.21
CEINS,2013-04-18,1,159,1042.05,1.02878,0.987892,1042.05
CEINS,2013-04-19,0.647799,159,999.902,1.11471,1.02172,647.735
CEINS,2013-04-20,0.610063,159,1040.27,1.02304,1.09975,634.63
CEINS,2013-04-21,0.628931,159,1208.65,0.976169,1.10553,760.158
CEINS,2013-04-22,0.943396,159,959.182,1.15591,0.882143,904.889
CEINS,2013-04-23,1,159,1008.86,1.04686,0.896011,1008.86
CEINS,2013-04-24,1,159,1003.26,1.0024,0.901678,1003.26
CEINS,2013-04-25,1,159,1021.85,1.00725,0.918303,1021.85
CEINS,2013-04-26,0.867925,159,1015.58,1.49762,0.985698,881.447
CEINS,2013-04-27,0.691824,159,958.434,1.62073,0.94987,663.067
CEINS,2013-04-28,0.559748,159,972.933,1.29197,0.917464,544.598
CEINS,2013-04-29,0.698113,159,1012.53,1.15521,0.965904,706.862
CEINS,2013-04-30,0.440252,159,1027.16,1.24888,0.959329,452.21
CEINS,2013-05-01,0.572327,159,1051.91,0.71384,1.61645,602.036
CEINS,2013-05-02,0.987421,159,1025.63,1.60008,1.03581,1012.73
CEINS,2013-05-03,0.748428,159,1002.96,1.27559,1.01858,750.64
CEINS,2013-05-04,0.685535,159,1030.97,1.03575,1.00017,706.763
CEINS,2013-05-05,0.591195,159,1036.9,1.26209,1.06236,613.012
CEINS,2013-05-06,0.893082,159,1062.91,1.17605,1.01911,949.265
CEINS,2013-05-07,0.962264,159,1045.27,1.26582,1.00976,1005.83
CEINS,2013-05-08,0.987421,159,1060.56,1.33831,0.994007,1047.22
CEINS,2013-05-09,0.647799,159,1031.83,1.09661,0.678766,668.417
CEINS,2013-05-10,0.383648,159,1014.6,1.27985,1.13962,389.248
CEINS,2013-05-11,0.465409,159,1018.56,1.15065,1.09177,474.047
CEINS,2013-05-12,0.572327,159,1020.32,1.15295,0.951486,583.957
CEINS,2013-05-13,0.993711,159,1041.27,1.67764,1.02737,1034.72
CEINS,2013-05-14,1,159,1033.72,1.53686,1.12121,1033.72
CEINS,2013-05-15,1,159,1017.14,1.84786,1.04937,1017.14
CEINS,2013-05-16,0.987421,159,1023.49,0.989003,0.984755,1010.62
CEINS,2013-05-17,0.761006,159,999.102,1.16669,1.01001,760.323
CEINS,2013-05-18,0.616352,159,978.985,1.17899,1.16237,603.4
CEINS,2013-05-19,0.314465,159,1002.43,0.610864,0.943043,315.23
CEINS,2013-05-20,0.987421,159,1410.34,1.26954,1.28177,1392.6
CEINS,2013-05-21,1,159,1103.05,1.13315,1.02867,1103.05
CEINS,2013-05-22,0.993711,159,1080.66,1.08476,1.02159,1073.86
CEINS,2013-05-23,1,159,1052.72,1.09737,1.00007,1052.72
CEINS,2013-05-24,0.842767,159,1026.69,1.42473,1.02076,865.265
CEINS,2013-05-25,0.91195,159,984.397,1.49326,0.988891,897.72
CEINS,2013-05-26,0.767296,159,987.996,1.27814,0.981385,758.085
CEINS,2013-05-27,0.761006,159,1041.53,0.995836,1.00939,792.608
CEINS,2013-05-28,0.704403,159,1023.73,0.870758,0.988011,721.121
CEINS,2013-05-29,0.861635,159,1041.42,1.06829,1.02776,897.321
CEINS,2013-05-30,0.805031,159,1036.28,1.09229,1.03044,834.235
CEINS,2013-05-31,0.515723,159,1025.11,0.965823,1.12576,528.671
CEINS,2013-06-01,0.578616,159,1042.22,1.35299,1.04438,603.046
CEINS,2013-06-02,0.710692,159,994.953,1.27192,1.00579,707.105
CEINS,2013-06-03,0.918239,159,1014.62,1.20664,0.968948,931.666
CEINS,2013-06-04,1,159,1032.26,1.15726,0.979485,1032.26
CEINS,2013-06-05,1,159,1026.68,1.085,0.95801,1026.68
CEINS,2013-06-06,1,159,1011.41,1.20636,0.956252,1011.41
CEINS,2013-06-07,0.691824,159,1020.41,1.11963,0.995503,705.941
CEINS,2013-06-08,0.72327,159,1014.01,1.04121,0.989349,733.404
CEINS,2013-06-09,0.698113,159,993.373,1.03969,0.948442,693.487
CEINS,2013-06-10,0.937107,159,1063.79,1.13268,1.00306,996.887
CEINS,2013-06-11,1,159,1027.98,1.04774,0.92611,1027.98
CEINS,2013-06-12,1,159,1013.78,1.06741,0.927167,1013.78
CEINS,2013-06-13,1,159,1030,1.15406,0.946624,1030
CEINS,2013-06-14,0.698113,159,992.911,1.29001,0.980051,693.164
CEINS,2013-06-15,0.610063,159,987.939,1.51727,0.95868,602.705
CEINS,2013-06-16,0.559748,159,958.019,0.90471,0.97594,536.25
CEINS,2013-06-17,1,159,1079.9,1.12601,1.04401,1079.9
CEINS,2013-06-18,1,159,1042.06,1.12906,0.973804,1042.06
CEINS,2013-06-19,1.00629,159,1024.56,1.03781,0.965848,1031
CEINS,2013-06-20,1,159,1033.09,1.03303,0.962378,1033.09
CEINS,2013-06-21,0.842767,159,988.244,1.27485,0.962579,832.86
CEINS,2013-06-22,0.72327,159,992.692,1.54405,0.987487,717.985
CEINS,2013-06-23,0.72327,159,1023.04,1.21942,1.02935,739.936
CEINS,2013-06-24,0.949686,159,1039.87,1.08896,1.01305,987.546
CEINS,2013-06-25,0.968553,159,1026.33,1.11571,0.972173,994.054
CEINS,2013-06-26,1,159,1009.02,1.10317,0.96187,1009.02
CEINS,2013-06-27,1,159,1013.82,1.0993,0.94463,1013.82
CEINS,2013-06-28,0.704403,159,936.253,1.28643,0.898127,659.499
CEINS,2013-06-29,0.597484,159,963.872,1.19021,0.986168,575.898
CEINS,2013-06-30,0.641509,159,976.201,1.06014,0.94435,626.242
CEINS,2013-07-01,0.849057,159,1018.6,1.10184,1.01787,864.852
CEINS,2013-07-02,0.91195,159,1011.39,1.17856,0.965438,922.337
CEINS,2013-07-03,1,159,1026.98,1.07938,1.00379,1026.98
CEINS,2013-07-04,0.918239,159,1036.83,1.09715,0.991267,952.054
CEINS,2013-07-05,0.641509,159,1023.23,1.1614,0.995728,656.412
CEINS,2013-07-06,0.622642,159,972.98,1.21139,0.952974,605.817
CEINS,2013-07-07,0.974843,159,965.065,1.65472,0.951326,940.786
CEINS,2013-07-08,1,159,995.869,1.33511,0.931838,995.869
CEINS,2013-07-09,1,159,1021.18,1.12601,0.973475,1021.18
CEINS,2013-07-10,1,159,1009.79,1.10904,0.942672,1009.79
CEINS,2013-07-11,1,159,1003.47,1.125,0.954055,1003.47
CEINS,2013-07-12,0.81761,159,952.405,1.5153,0.915956,778.696
CEINS,2013-07-13,0.72327,159,953.39,1.47363,0.981268,689.559
CEINS,2013-07-14,0.698113,159,957.162,1.40408,0.914778,668.208
CEINS,2013-07-15,1,159,1022.46,1.43299,0.971434,1022.46
CEINS,2013-07-16,0.993711,159,1046.81,1.214,0.970924,1040.23
CEINS,2013-07-17,1,159,1049.4,1.11597,0.94225,1049.4
CEINS,2013-07-18,0.962264,159,1021.99,1.15306,0.953139,983.427
CEINS,2013-07-19,0.748428,159,994.654,1.36883,1.15829,744.427
CEINS,2013-07-20,0.767296,159,964.897,1.41785,0.978692,740.361
CEINS,2013-07-21,0.584906,159,994.271,0.990145,0.963417,581.555
CEINS,2013-07-22,0.842767,159,1043.85,1.00029,1.0253,879.725
CEINS,2013-07-23,0.779874,159,1013.87,0.936298,0.967665,790.692
CEINS,2013-07-24,0.987421,159,1025.85,1.05398,0.993245,1012.94
CEINS,2013-07-25,0.955975,159,1043.29,1.01093,1.0003,997.361
CEINS,2013-07-26,0.773585,159,1024.76,1.15072,1.02439,792.738
CEINS,2013-07-27,0.672956,159,983.783,1.30725,0.989687,662.042
CEINS,2013-07-28,0.597484,159,993.307,1.06022,1.21229,593.486
CEINS,2013-07-29,0.842767,159,1027.64,1.02161,1.11163,866.059
CEINS,2013-07-30,0.849057,159,1040.19,1.13117,1.03617,883.178
CEINS,2013-07-31,0.924528,159,1022.95,1.17063,1.18224,945.749
CEINS,2013-08-01,0.981132,159,1057.83,1.20807,0.987085,1037.87
CEINS,2013-08-02,0.685535,159,1023.4,1.18617,1.06971,701.577
CEINS,2013-08-03,0.591195,159,1007.86,1.2347,1.0749,595.84
CEINS,2013-08-04,0.666667,159,974.417,1.25982,1.28635,649.611
CEINS,2013-08-05,0.974843,159,1012.36,1.26376,0.997677,986.893
CEINS,2013-08-06,0.974843,159,1035.6,1.25466,0.967307,1009.54
CEINS,2013-08-07,1.00629,159,1018.63,1.38034,0.979206,1025.04
CEINS,2013-08-08,1,159,1035.98,1.37322,0.992972,1035.98
CEINS,2013-08-09,0.90566,159,971.838,1.38506,0.999211,880.155
CEINS,2013-08-10,0.666667,159,1009.45,1.37171,1.03164,672.968
CEINS,2013-08-11,0.672956,159,1032.86,1.27556,1.01423,695.067
CEINS,2013-08-12,0.830189,159,1050.46,1.17485,1.00455,872.081
CEINS,2013-08-13,1,159,1020.86,1.37322,0.980955,1020.86
CEINS,2013-08-14,1,159,1002.49,1.15833,0.920964,1002.49
CEINS,2013-08-15,0.993711,159,1003.64,1.36608,0.967172,997.331
CEINS,2013-08-16,0.779874,159,980.798,1.11372,0.946901,764.899
CEINS,2013-08-17,0.610063,159,962.884,0.898927,0.929874,587.42
CEINS,2013-08-18,0.792453,159,966.433,1.12911,0.935007,765.853
CEINS,2013-08-19,1.00629,159,996.292,1.31406,1.02,1002.56
CEINS,2013-08-20,1,159,973.074,1.24107,0.957114,973.074
CEINS,2013-08-21,1,159,965.885,1.25729,0.936263,965.885
CEINS,2013-08-22,1,159,939.154,1.14351,0.914607,939.154
CEINS,2013-08-23,0.861635,159,965.724,1.33404,0.971315,832.102
CEINS,2013-08-24,0.867925,159,968.05,1.70719,1.01277,840.194
CEINS,2013-08-25,0.660377,159,987.229,1.11942,1.00311,651.944
CEINS,2013-08-26,0.981132,159,996.295,1.09883,0.984214,977.497
CEINS,2013-08-27,1,159,1004.18,1.11796,0.939473,1004.18
CEINS,2013-08-28,1,159,1032.7,1.11299,0.917527,1032.7
CEINS,2013-08-29,1,159,1034.97,1.17465,0.962136,1034.97
CEINS,2013-08-30,0.867925,159,997.65,1.38492,1.03958,865.885
CEINS,2013-08-31,0.81761,159,936.82,1.69343,0.976706,765.953
CEINS,2013-09-01,0.849057,159,983.621,1.64168,0.933166,835.15
CEINS,2013-09-02,0.968553,159,1011.16,1.23513,0.957833,979.359
CEINS,2013-09-03,1,159,984.726,1.13521,0.926959,984.726
CEINS,2013-09-04,1,159,1003.13,1.06287,0.929912,1003.13
CEINS,2013-09-05,1,159,979.922,1.04686,0.914114,979.922
CEINS,2013-09-06,0.937107,159,992.032,1.08248,0.950758,929.64
CEINS,2013-09-07,0.805031,159,993.288,1.19042,0.974736,799.628
CEINS,2013-09-08,0.968553,159,1010.67,1.39753,0.917018,978.884
CEINS,2013-09-09,1,159,1021.16,1.20636,0.992329,1021.16
CEINS,2013-09-10,1,159,1011.24,1.04599,0.932941,1011.24
CEINS,2013-09-11,1,159,1018.84,1.07106,0.959936,1018.84
CEINS,2013-09-12,1,159,1026.14,1.19143,0.974508,1026.14
CEINS,2013-09-13,0.748428,159,1003.59,1.27908,1.0194,751.116
CEINS,2013-09-14,0.566038,159,1050.75,1.07453,1.29816,594.764
CEINS,2013-09-15,0.496855,159,985.05,1.47992,0.968342,489.428
CEINS,2013-09-16,0.415094,159,987.446,0.939029,0.945336,409.883
CEINS,2013-09-17,0.849057,159,1017.09,1.09277,1.01956,863.568
CEINS,2013-09-18,1,159,1030.22,1.15087,0.965568,1030.22
CEINS,2013-09-19,1,159,979.191,1.1061,0.929149,979.191
CEINS,2013-09-20,0.849057,159,966.364,1.0894,1.06868,820.498
CEINS,2013-09-21,0.654088,159,929.79,0.939454,0.944859,608.165
CEINS,2013-09-22,0.830189,159,961.019,1.30637,0.9203,797.827
CEINS,2013-09-23,1,159,993.901,1.19484,1.09374,993.901
CEINS,2013-09-24,1,159,1009.08,1.0665,0.929773,1009.08
CEINS,2013-09-25,1,159,1000.15,1.02794,0.918229,1000.15
CEINS,2013-09-26,1,159,1046.67,1.03133,0.949757,1046.67
CEINS,2013-09-27,0.805031,159,1013.74,1.21045,0.992177,816.095
CEINS,2013-09-28,0.81761,159,986.381,1.48884,0.991779,806.475
CEINS,2013-09-29,0.710692,159,1007.98,1.3553,0.958804,716.362
CEINS,2013-09-30,0.811321,159,998.077,1.11657,0.932198,809.761
CEINS,2013-10-01,1,159,1013.28,1.17245,0.94186,1013.28
CEINS,2013-10-02,1,159,1031.55,1.13008,0.931625,1031.55
CEINS,2013-10-03,1,159,1031.72,1.06923,0.940153,1031.72
CEINS,2013-10-04,0.918239,159,960.519,1.16149,0.941722,881.986
CEINS,2013-10-05,0.81761,159,929.845,1.34938,0.93275,760.25
CEINS,2013-10-06,0.603774,159,956.986,1.0207,0.881541,577.803
CEINS,2013-10-07,0.962264,159,1002.29,1.22836,0.87819,964.467
CEINS,2013-10-08,1,159,1002.6,1.30313,1.03127,1002.6
CEINS,2013-10-09,1,159,1142.3,1.1456,1.03037,1142.3
CEINS,2013-10-10,1,159,979.954,1.17025,0.897659,979.954
CEINS,2013-10-11,0.918239,159,966.741,1.22857,0.9631,887.699
CEINS,2013-10-12,0.874214,159,953.093,1.35017,0.958392,833.207
CEINS,2013-10-13,0.842767,159,988.412,1.09028,0.938999,833.001
CEINS,2013-10-14,1,159,1011.99,1.20173,0.925059,1011.99
CEINS,2013-10-15,1,159,1015.45,1.18803,0.935289,1015.45
CEINS,2013-10-16,1,159,1017.05,1.12399,0.924817,1017.05
CEINS,2013-10-17,1,159,1008.69,1.112,0.908062,1008.69
CEINS,2013-10-18,0.874214,159,961.244,1.14999,0.925126,840.333
CEINS,2013-10-19,0.880503,159,969.737,1.36833,0.97582,853.856
CEINS,2013-10-20,0.849057,159,987.697,1.26449,0.968905,838.611
CEINS,2013-10-21,1,159,992.386,1.21574,0.917953,992.386
CEINS,2013-10-22,1,159,997.444,1.13213,0.916646,997.444
CEINS,2013-10-23,1,159,974.082,1.05927,0.895162,974.082
CEINS,2013-10-24,1,159,954.095,1.13934,0.801911,954.095
CEINS,2013-10-25,0.805031,159,982.532,0.9483,0.954742,790.969
CEINS,2013-10-26,0.90566,159,959.795,1.23959,0.929113,869.248
CEINS,2013-10-27,0.880503,159,995.516,1.65144,1.1669,876.555
CEINS,2013-10-28,1,159,1005.7,1,0.900544,1005.7
CEINS,2013-10-29,0.993711,159,995.038,0.996099,0.866272,988.78
CEINS,2013-10-30,1,159,1041.66,1.27653,0.996513,1041.66
CEINS,2013-10-31,0.886792,159,1029.32,1.56692,1.09612,912.792
CEINS,2013-11-01,0.515723,159,967.572,1.23359,0.936171,498.999
CEINS,2013-11-02,0.528302,159,944.533,1.52634,0.941878,498.998
CEINS,2013-11-03,0.91195,159,992.856,1.40153,0.96768,905.435
CEINS,2013-11-04,1,159,1003.56,1.18578,0.97714,1003.56
CEINS,2013-11-05,1,159,1014.29,1.10317,0.921311,1014.29
CEINS,2013-11-06,1,159,1019.65,1.04077,0.933685,1019.65
CEINS,2013-11-07,1,159,1013.17,1.06559,0.920431,1013.17
CEINS,2013-11-08,1,159,962.871,1.40404,1.06398,962.871
CEINS,2013-11-09,0.987421,159,933.353,1.45668,0.879259,921.613
CEINS,2013-11-10,0.987421,159,963.187,1.45668,0.920467,951.071
CEINS,2013-11-11,1,159,979.024,1.12804,0.935985,979.024
CEINS,2013-11-12,1,159,978.875,1.02963,0.875984,978.875
CEINS,2013-11-13,1,159,1021.39,1.02794,0.955849,1021.39
CEINS,2013-11-14,1,159,1015.99,1.02878,0.937218,1015.99
CEINS,2013-11-15,0.993711,159,959.636,1.23327,0.965694,953.6
CEINS,2013-11-16,0.918239,159,887.993,1.17456,0.940201,815.39
CEINS,2013-11-17,0.698113,159,940.214,1.34154,1.01429,656.376
CEINS,2013-11-18,0.72956,159,1042.09,1.14514,1.04246,760.27
CEINS,2013-11-19,0.981132,159,1031.93,1.21645,0.950059,1012.46
CEINS,2013-11-20,1,159,1058.78,1.10904,0.976368,1058.78
CEINS,2013-11-21,1,159,1088.84,1.18242,0.97101,1088.84
CEINS,2013-11-22,0.742138,159,969.406,1.20887,0.955544,719.433
CEINS,2013-11-23,0.735849,159,977.608,1.275,0.956867,719.372
CEINS,2013-11-24,0.698113,159,993.075,1.20129,0.942868,693.278
CEINS,2013-11-25,0.943396,159,1036.68,1.06228,0.977481,977.996
CEINS,2013-11-26,1,159,1045.8,1.03388,0.934019,1045.8
CEINS,2013-11-27,1,159,1040.13,1.07015,0.942647,1040.13
CEINS,2013-11-28,1,159,1067.57,1.06741,0.954957,1067.57
CEINS,2013-11-29,1,159,985.056,1.33511,0.943508,985.056
CEINS,2013-11-30,0.792453,159,971.858,1.18584,0.979165,770.152
CEINS,2013-12-01,0.616352,159,993.38,0.978498,0.940654,612.272
CEINS,2013-12-02,0.962264,159,1042.09,1.12926,1.00039,1002.77
CEINS,2013-12-03,1,159,1065.75,1.06197,0.973307,1065.75
CEINS,2013-12-04,1,159,1029.14,1.05659,0.934935,1029.14
CEINS,2013-12-05,1,159,1020.09,1.09067,1.01019,1020.09
CEINS,2013-12-06,0.955975,159,996.636,1.208,0.960314,952.759
CEINS,2013-12-07,0.779874,159,975.452,1.34198,0.867198,760.73
CEINS,2013-12-08,0.672956,159,940.211,1.19414,0.884445,632.72
CEINS,2013-12-09,0.993711,159,1058.3,1.13736,0.970682,1051.64
CEINS,2013-12-10,1,159,1009.47,1.13521,0.918041,1009.47
CEINS,2013-12-11,1,159,1033.76,1.15193,0.901874,1033.76
CEINS,2013-12-12,0.981132,159,1052.32,1.35176,1.0059,1032.47
CEINS,2013-12-13,0.968553,159,1024.93,1.33737,0.98411,992.698
CEINS,2013-12-14,0.685535,159,985.171,0.996055,0.949737,675.369
CEINS,2013-12-15,0.584906,159,963.62,1.06664,0.941313,563.627
CEINS,2013-12-16,0.704403,159,1003.94,0.96836,0.987345,707.176
CEINS,2013-12-17,0.792453,159,1008.32,1.02519,1.01148,799.042
CEINS,2013-12-18,0.937107,159,1023.7,1.16302,1.01599,959.316
CEINS,2013-12-19,0.993711,159,1019.6,1.30856,0.948873,1013.19
CEINS,2013-12-20,0.691824,159,986.401,1.32945,1.07281,682.416
CEINS,2013-12-21,0.446541,159,932.572,1.47784,0.956098,416.432
CEINS,2013-12-22,0.194969,159,984.198,0.832443,1.03913,191.888
CEINS,2013-12-23,0.245283,159,996.024,0.974124,0.998526,244.308
CEINS,2013-12-24,0.509434,159,1044.81,1.43214,1.06137,532.263
CEINS,2013-12-25,0.314465,159,1039.63,1.36123,1.11814,326.928
CEINS,2013-12-26,0.377358,159,1072.55,1.32979,0.945976,404.734
CEINS,2013-12-27,0.389937,159,1002.26,0.599277,0.962215,390.82
CEINS,2013-12-28,0.427673,159,1011.1,0.652462,0.97028,432.418
CEINS,2013-12-29,0.358491,159,994.507,0.554353,0.955046,356.521
CEINS,2013-12-30,0.27673,159,993.334,0.43491,0.953279,274.885
CEINS,2013-12-31,0.295597,159,1037.13,0.462819,0.993032,306.574
CEINS,2014-01-01,0.232704,159,1065.56,1.15476,1.12364,247.961
CEINS,2014-01-02,0.257862,159,1007.74,1.05251,1.01109,259.856
CEINS,2014-01-03,0.389937,159,961.651,1.57826,0.974259,374.983
CEINS,2014-01-04,0.610063,159,882.444,2.39561,0.9809,538.346
CEINS,2014-01-05,0.339623,159,910.944,1.54753,0.942655,309.377
CEINS,2014-01-06,0.36478,159,999.726,0.950658,0.990446,364.68
CEINS,2014-01-07,0.534591,159,996.964,1.0972,1.08315,532.968
CEINS,2014-01-08,0.641509,159,989.791,0.987829,0.966683,634.96
CEINS,2014-01-09,0.773585,159,995.551,1.26945,0.957389,770.143
CEINS,2014-01-10,0.72956,159,923.001,1.50589,0.934902,673.384
CEINS,2014-01-11,0.641509,159,903.78,1.59991,0.953841,579.784
CEINS,2014-01-12,0.754717,159,915.361,1.30812,0.931902,690.838
CEINS,2014-01-13,0.981132,159,973.954,1.35267,0.950782,955.578
CEINS,2014-01-14,1,159,993.35,1.2622,0.940476,993.35
CEINS,2014-01-15,1,159,1017.24,1.22693,0.972428,1017.24
CEINS,2014-01-16,0.962264,159,1061.22,1.09962,0.990382,1021.17
CEINS,2014-01-17,0.918239,159,928.042,1.13818,0.933075,852.164
CEINS,2014-01-18,0.761006,159,934.668,1.51887,0.932845,711.288
CEINS,2014-01-19,0.855346,159,921.16,1.42133,0.906226,787.911
CEINS,2014-01-20,0.962264,159,1024.6,1.14948,0.947463,985.933
CEINS,2014-01-21,0.90566,159,1018.11,1.03986,1.05866,922.064
CEINS,2014-01-22,1,159,1043.96,1.1019,0.866482,1043.96
CEINS,2014-01-23,1,159,1050.47,1.09607,0.937081,1050.47
CEINS,2014-01-24,0.886792,159,964.526,1.34551,0.936647,855.334
CEINS,2014-01-25,0.767296,159,951.017,1.46871,0.921412,729.711
CEINS,2014-01-26,0.666667,159,1005.65,1.1285,0.94275,670.432
CEINS,2014-01-27,0.955975,159,1095.3,1.1486,0.972777,1047.08
CEINS,2014-01-28,1,159,1063.19,1.14094,0.955932,1063.19
CEINS,2014-01-29,0.993711,159,1097.2,1.09248,0.975403,1090.3
CEINS,2014-01-30,1,159,1083.9,1.20149,0.989332,1083.9
CEINS,2014-01-31,0.811321,159,917.893,1.26545,0.916678,744.705
CEINS,2014-02-01,0.81761,159,870.928,1.72197,0.925195,712.079
CEINS,2014-02-02,0.647799,159,933.192,1.67618,0.969414,604.521
CEINS,2014-02-03,0.679245,159,1004.32,1.29503,0.907966,682.179
CEINS,2014-02-04,0.987421,159,1054.31,1.26729,0.959981,1041.05
CEINS,2014-02-05,0.974843,159,1060.62,1.12285,0.92862,1033.94
