"id","hotel_id","hotel_clave","fecha","eventos"
40083,1,"CEINS","2016-02-08",0
40082,1,"CEINS","2016-02-07",0
40081,1,"CEINS","2016-02-06",0
40080,1,"CEINS","2016-02-05",0
40079,1,"CEINS","2016-02-04",0
40078,1,"CEINS","2016-02-03",0
40077,1,"CEINS","2016-02-02",0
40076,1,"CEINS","2016-02-01",-2
40075,1,"CEINS","2016-01-31",0
40074,1,"CEINS","2016-01-30",0
40073,1,"CEINS","2016-01-29",0
40072,1,"CEINS","2016-01-28",0
40071,1,"CEINS","2016-01-27",0
40070,1,"CEINS","2016-01-26",0
40069,1,"CEINS","2016-01-25",0
40068,1,"CEINS","2016-01-24",0
40067,1,"CEINS","2016-01-23",0
40066,1,"CEINS","2016-01-22",0
40065,1,"CEINS","2016-01-21",0
40064,1,"CEINS","2016-01-20",0
40063,1,"CEINS","2016-01-19",0
40062,1,"CEINS","2016-01-18",0
40061,1,"CEINS","2016-01-17",0
40060,1,"CEINS","2016-01-16",0
40059,1,"CEINS","2016-01-15",0
40058,1,"CEINS","2016-01-14",0
40057,1,"CEINS","2016-01-13",0
40056,1,"CEINS","2016-01-12",0
40055,1,"CEINS","2016-01-11",-2
40054,1,"CEINS","2016-01-10",-2
40053,1,"CEINS","2016-01-09",-2
40052,1,"CEINS","2016-01-08",-2
40051,1,"CEINS","2016-01-07",-2
40050,1,"CEINS","2016-01-06",-2
40049,1,"CEINS","2016-01-05",-2
40048,1,"CEINS","2016-01-04",-2
40047,1,"CEINS","2016-01-03",-2
40046,1,"CEINS","2016-01-02",-2
40045,1,"CEINS","2016-01-01",-2
40044,1,"CEINS","2015-12-31",-2
40043,1,"CEINS","2015-12-30",-2
40042,1,"CEINS","2015-12-29",-2
40041,1,"CEINS","2015-12-28",-2
40040,1,"CEINS","2015-12-27",-2
40039,1,"CEINS","2015-12-26",-2
40038,1,"CEINS","2015-12-25",-2
40037,1,"CEINS","2015-12-24",-2
40036,1,"CEINS","2015-12-23",-2
40035,1,"CEINS","2015-12-22",-2
40034,1,"CEINS","2015-12-21",-2
40033,1,"CEINS","2015-12-20",-2
40032,1,"CEINS","2015-12-19",0
40031,1,"CEINS","2015-12-18",0
40030,1,"CEINS","2015-12-17",0
40029,1,"CEINS","2015-12-16",0
40028,1,"CEINS","2015-12-15",0
40027,1,"CEINS","2015-12-14",0
40026,1,"CEINS","2015-12-13",0
40025,1,"CEINS","2015-12-12",0
40024,1,"CEINS","2015-12-11",0
40023,1,"CEINS","2015-12-10",0
40022,1,"CEINS","2015-12-09",0
40021,1,"CEINS","2015-12-08",0
40020,1,"CEINS","2015-12-07",0
40019,1,"CEINS","2015-12-06",0
40018,1,"CEINS","2015-12-05",0
40017,1,"CEINS","2015-12-04",0
40016,1,"CEINS","2015-12-03",0
40015,1,"CEINS","2015-12-02",0
40014,1,"CEINS","2015-12-01",0
40013,1,"CEINS","2015-11-30",0
40012,1,"CEINS","2015-11-29",0
40011,1,"CEINS","2015-11-28",0
40010,1,"CEINS","2015-11-27",0
40009,1,"CEINS","2015-11-26",0
40008,1,"CEINS","2015-11-25",0
40007,1,"CEINS","2015-11-24",0
40006,1,"CEINS","2015-11-23",0
40005,1,"CEINS","2015-11-22",0
40004,1,"CEINS","2015-11-21",0
40003,1,"CEINS","2015-11-20",0
40002,1,"CEINS","2015-11-19",0
40001,1,"CEINS","2015-11-18",0
40000,1,"CEINS","2015-11-17",0
39999,1,"CEINS","2015-11-16",-2
39998,1,"CEINS","2015-11-15",0
39997,1,"CEINS","2015-11-14",0
39996,1,"CEINS","2015-11-13",0
39995,1,"CEINS","2015-11-12",0
39994,1,"CEINS","2015-11-11",0
39993,1,"CEINS","2015-11-10",0
39992,1,"CEINS","2015-11-09",0
39991,1,"CEINS","2015-11-08",0
39990,1,"CEINS","2015-11-07",0
39989,1,"CEINS","2015-11-06",0
39988,1,"CEINS","2015-11-05",0
39987,1,"CEINS","2015-11-04",0
39986,1,"CEINS","2015-11-03",0
39985,1,"CEINS","2015-11-02",0
39984,1,"CEINS","2015-11-01",0
39983,1,"CEINS","2015-10-31",0
39982,1,"CEINS","2015-10-30",0
39981,1,"CEINS","2015-10-29",0
39980,1,"CEINS","2015-10-28",0
39979,1,"CEINS","2015-10-27",0
39978,1,"CEINS","2015-10-26",0
39977,1,"CEINS","2015-10-25",0
39976,1,"CEINS","2015-10-24",0
39975,1,"CEINS","2015-10-23",0
39974,1,"CEINS","2015-10-22",0
39973,1,"CEINS","2015-10-21",0
39972,1,"CEINS","2015-10-20",0
39971,1,"CEINS","2015-10-19",0
39970,1,"CEINS","2015-10-18",0
39969,1,"CEINS","2015-10-17",0
39968,1,"CEINS","2015-10-16",0
39967,1,"CEINS","2015-10-15",0
39966,1,"CEINS","2015-10-14",0
39965,1,"CEINS","2015-10-13",0
39964,1,"CEINS","2015-10-12",0
39963,1,"CEINS","2015-10-11",0
39962,1,"CEINS","2015-10-10",0
39961,1,"CEINS","2015-10-09",0
39960,1,"CEINS","2015-10-08",0
39959,1,"CEINS","2015-10-07",0
39958,1,"CEINS","2015-10-06",0
39957,1,"CEINS","2015-10-05",0
39956,1,"CEINS","2015-10-04",0
39955,1,"CEINS","2015-10-03",0
39954,1,"CEINS","2015-10-02",0
39953,1,"CEINS","2015-10-01",0
39952,1,"CEINS","2015-09-30",0
39951,1,"CEINS","2015-09-29",0
39950,1,"CEINS","2015-09-28",0
39949,1,"CEINS","2015-09-27",0
39948,1,"CEINS","2015-09-26",0
39947,1,"CEINS","2015-09-25",0
39946,1,"CEINS","2015-09-24",0
39945,1,"CEINS","2015-09-23",0
39944,1,"CEINS","2015-09-22",0
39943,1,"CEINS","2015-09-21",0
39942,1,"CEINS","2015-09-20",0
39941,1,"CEINS","2015-09-19",0
39940,1,"CEINS","2015-09-18",0
39939,1,"CEINS","2015-09-17",0
39938,1,"CEINS","2015-09-16",-2
39937,1,"CEINS","2015-09-15",-2
39936,1,"CEINS","2015-09-14",-2
39935,1,"CEINS","2015-09-13",-2
39934,1,"CEINS","2015-09-12",-2
39933,1,"CEINS","2015-09-11",0
39932,1,"CEINS","2015-09-10",0
39931,1,"CEINS","2015-09-09",0
39930,1,"CEINS","2015-09-08",0
39929,1,"CEINS","2015-09-07",0
39928,1,"CEINS","2015-09-06",0
39927,1,"CEINS","2015-09-05",0
39926,1,"CEINS","2015-09-04",0
39925,1,"CEINS","2015-09-03",0
39924,1,"CEINS","2015-09-02",0
39923,1,"CEINS","2015-09-01",0
39922,1,"CEINS","2015-08-31",0
39921,1,"CEINS","2015-08-30",0
39920,1,"CEINS","2015-08-29",1
39919,1,"CEINS","2015-08-28",0
39918,1,"CEINS","2015-08-27",0
39917,1,"CEINS","2015-08-26",0
39916,1,"CEINS","2015-08-25",0
39915,1,"CEINS","2015-08-24",0
39914,1,"CEINS","2015-08-23",0
39913,1,"CEINS","2015-08-22",0
39912,1,"CEINS","2015-08-21",0
39911,1,"CEINS","2015-08-20",0
39910,1,"CEINS","2015-08-19",0
39909,1,"CEINS","2015-08-18",0
39908,1,"CEINS","2015-08-17",0
39907,1,"CEINS","2015-08-16",0
39906,1,"CEINS","2015-08-15",0
39905,1,"CEINS","2015-08-14",0
39904,1,"CEINS","2015-08-13",0
39903,1,"CEINS","2015-08-12",0
39902,1,"CEINS","2015-08-11",0
39901,1,"CEINS","2015-08-10",0
39900,1,"CEINS","2015-08-09",0
39899,1,"CEINS","2015-08-08",0
39898,1,"CEINS","2015-08-07",0
39897,1,"CEINS","2015-08-06",0
39896,1,"CEINS","2015-08-05",0
39895,1,"CEINS","2015-08-04",0
39894,1,"CEINS","2015-08-03",0
39893,1,"CEINS","2015-08-02",0
39892,1,"CEINS","2015-08-01",0
39891,1,"CEINS","2015-07-31",0
39890,1,"CEINS","2015-07-30",0
39889,1,"CEINS","2015-07-29",0
39888,1,"CEINS","2015-07-28",0
39887,1,"CEINS","2015-07-27",0
39886,1,"CEINS","2015-07-26",0
39885,1,"CEINS","2015-07-25",0
39884,1,"CEINS","2015-07-24",0
39883,1,"CEINS","2015-07-23",0
39882,1,"CEINS","2015-07-22",0
39881,1,"CEINS","2015-07-21",0
39880,1,"CEINS","2015-07-20",0
39879,1,"CEINS","2015-07-19",0
39878,1,"CEINS","2015-07-18",0
39877,1,"CEINS","2015-07-17",0
39876,1,"CEINS","2015-07-16",0
39875,1,"CEINS","2015-07-15",0
39874,1,"CEINS","2015-07-14",0
39873,1,"CEINS","2015-07-13",0
39872,1,"CEINS","2015-07-12",0
39871,1,"CEINS","2015-07-11",0
39870,1,"CEINS","2015-07-10",0
39869,1,"CEINS","2015-07-09",0
39868,1,"CEINS","2015-07-08",0
39867,1,"CEINS","2015-07-07",0
39866,1,"CEINS","2015-07-06",0
39865,1,"CEINS","2015-07-05",0
39864,1,"CEINS","2015-07-04",0
39863,1,"CEINS","2015-07-03",0
39862,1,"CEINS","2015-07-02",0
39861,1,"CEINS","2015-07-01",0
39860,1,"CEINS","2015-06-30",0
39859,1,"CEINS","2015-06-29",0
39858,1,"CEINS","2015-06-28",0
39857,1,"CEINS","2015-06-27",0
39856,1,"CEINS","2015-06-26",0
39855,1,"CEINS","2015-06-25",0
39854,1,"CEINS","2015-06-24",0
39853,1,"CEINS","2015-06-23",0
39852,1,"CEINS","2015-06-22",0
39851,1,"CEINS","2015-06-21",0
39850,1,"CEINS","2015-06-20",0
39849,1,"CEINS","2015-06-19",0
39848,1,"CEINS","2015-06-18",0
39847,1,"CEINS","2015-06-17",0
39846,1,"CEINS","2015-06-16",0
39845,1,"CEINS","2015-06-15",0
39844,1,"CEINS","2015-06-14",0
39843,1,"CEINS","2015-06-13",0
39842,1,"CEINS","2015-06-12",0
39841,1,"CEINS","2015-06-11",0
39840,1,"CEINS","2015-06-10",0
39839,1,"CEINS","2015-06-09",0
39838,1,"CEINS","2015-06-08",0
39837,1,"CEINS","2015-06-07",0
39836,1,"CEINS","2015-06-06",0
39835,1,"CEINS","2015-06-05",0
39834,1,"CEINS","2015-06-04",0
39833,1,"CEINS","2015-06-03",0
39832,1,"CEINS","2015-06-02",0
39831,1,"CEINS","2015-06-01",0
39830,1,"CEINS","2015-05-31",0
39829,1,"CEINS","2015-05-30",0
39828,1,"CEINS","2015-05-29",0
39827,1,"CEINS","2015-05-28",0
39826,1,"CEINS","2015-05-27",0
39825,1,"CEINS","2015-05-26",0
39824,1,"CEINS","2015-05-25",0
39823,1,"CEINS","2015-05-24",0
39822,1,"CEINS","2015-05-23",0
39821,1,"CEINS","2015-05-22",0
39820,1,"CEINS","2015-05-21",0
39819,1,"CEINS","2015-05-20",0
39818,1,"CEINS","2015-05-19",0
39817,1,"CEINS","2015-05-18",0
39816,1,"CEINS","2015-05-17",0
39815,1,"CEINS","2015-05-16",0
39814,1,"CEINS","2015-05-15",0
39813,1,"CEINS","2015-05-14",0
39812,1,"CEINS","2015-05-13",0
39811,1,"CEINS","2015-05-12",0
39810,1,"CEINS","2015-05-11",0
39809,1,"CEINS","2015-05-10",0
39808,1,"CEINS","2015-05-09",0
39807,1,"CEINS","2015-05-08",0
39806,1,"CEINS","2015-05-07",0
39805,1,"CEINS","2015-05-06",0
39804,1,"CEINS","2015-05-05",0
39803,1,"CEINS","2015-05-04",0
39802,1,"CEINS","2015-05-03",0
39801,1,"CEINS","2015-05-02",0
39800,1,"CEINS","2015-05-01",-2
39799,1,"CEINS","2015-04-30",0
39798,1,"CEINS","2015-04-29",0
39797,1,"CEINS","2015-04-28",0
39796,1,"CEINS","2015-04-27",0
39795,1,"CEINS","2015-04-26",0
39794,1,"CEINS","2015-04-25",0
39793,1,"CEINS","2015-04-24",0
39792,1,"CEINS","2015-04-23",0
39791,1,"CEINS","2015-04-22",0
39790,1,"CEINS","2015-04-21",0
39789,1,"CEINS","2015-04-20",0
39788,1,"CEINS","2015-04-19",0
39787,1,"CEINS","2015-04-18",0
39786,1,"CEINS","2015-04-17",0
39785,1,"CEINS","2015-04-16",0
39784,1,"CEINS","2015-04-15",0
39783,1,"CEINS","2015-04-14",0
39782,1,"CEINS","2015-04-13",0
39781,1,"CEINS","2015-04-12",0
39780,1,"CEINS","2015-04-11",0
39779,1,"CEINS","2015-04-10",0
39778,1,"CEINS","2015-04-09",0
39777,1,"CEINS","2015-04-08",0
39776,1,"CEINS","2015-04-07",0
39775,1,"CEINS","2015-04-06",0
39774,1,"CEINS","2015-04-05",-2
39773,1,"CEINS","2015-04-04",-2
39772,1,"CEINS","2015-04-03",-2
39771,1,"CEINS","2015-04-02",-2
39770,1,"CEINS","2015-04-01",-2
39769,1,"CEINS","2015-03-31",-2
39768,1,"CEINS","2015-03-30",-2
39767,1,"CEINS","2015-03-29",-2
39766,1,"CEINS","2015-03-28",-2
39765,1,"CEINS","2015-03-27",-2
39764,1,"CEINS","2015-03-26",0
39763,1,"CEINS","2015-03-25",0
39762,1,"CEINS","2015-03-24",0
39761,1,"CEINS","2015-03-23",0
39760,1,"CEINS","2015-03-22",0
39759,1,"CEINS","2015-03-21",0
39758,1,"CEINS","2015-03-20",0
39757,1,"CEINS","2015-03-19",0
39756,1,"CEINS","2015-03-18",0
39755,1,"CEINS","2015-03-17",0
39754,1,"CEINS","2015-03-16",-2
39753,1,"CEINS","2015-03-15",0
39752,1,"CEINS","2015-03-14",0
39751,1,"CEINS","2015-03-13",0
39750,1,"CEINS","2015-03-12",0
39749,1,"CEINS","2015-03-11",0
39748,1,"CEINS","2015-03-10",0
39747,1,"CEINS","2015-03-09",0
39746,1,"CEINS","2015-03-08",0
39745,1,"CEINS","2015-03-07",0
39744,1,"CEINS","2015-03-06",0
39743,1,"CEINS","2015-03-05",0
39742,1,"CEINS","2015-03-04",0
39741,1,"CEINS","2015-03-03",0
39740,1,"CEINS","2015-03-02",0
39739,1,"CEINS","2015-03-01",0
39738,1,"CEINS","2015-02-28",0
39737,1,"CEINS","2015-02-27",0
39736,1,"CEINS","2015-02-26",0
39735,1,"CEINS","2015-02-25",0
39734,1,"CEINS","2015-02-24",0
39733,1,"CEINS","2015-02-23",0
39732,1,"CEINS","2015-02-22",0
39731,1,"CEINS","2015-02-21",0
39730,1,"CEINS","2015-02-20",0
39729,1,"CEINS","2015-02-19",0
39728,1,"CEINS","2015-02-18",0
39727,1,"CEINS","2015-02-17",0
39726,1,"CEINS","2015-02-16",0
39725,1,"CEINS","2015-02-15",2
39724,1,"CEINS","2015-02-14",2
39723,1,"CEINS","2015-02-13",2
39722,1,"CEINS","2015-02-12",0
39721,1,"CEINS","2015-02-11",0
39720,1,"CEINS","2015-02-10",0
39719,1,"CEINS","2015-02-09",0
39718,1,"CEINS","2015-02-08",0
39717,1,"CEINS","2015-02-07",0
39716,1,"CEINS","2015-02-06",0
39715,1,"CEINS","2015-02-05",0
39714,1,"CEINS","2015-02-04",0
39713,1,"CEINS","2015-02-03",0
39712,1,"CEINS","2015-02-02",-2
39711,1,"CEINS","2015-02-01",0
39710,1,"CEINS","2015-01-31",0
39709,1,"CEINS","2015-01-30",0
39708,1,"CEINS","2015-01-29",0
39707,1,"CEINS","2015-01-28",0
39706,1,"CEINS","2015-01-27",0
39705,1,"CEINS","2015-01-26",0
39704,1,"CEINS","2015-01-25",0
39703,1,"CEINS","2015-01-24",0
39702,1,"CEINS","2015-01-23",0
39701,1,"CEINS","2015-01-22",0
39700,1,"CEINS","2015-01-21",0
39699,1,"CEINS","2015-01-20",0
39698,1,"CEINS","2015-01-19",0
39697,1,"CEINS","2015-01-18",0
39696,1,"CEINS","2015-01-17",0
39695,1,"CEINS","2015-01-16",0
39694,1,"CEINS","2015-01-15",0
39693,1,"CEINS","2015-01-14",0
39692,1,"CEINS","2015-01-13",0
39691,1,"CEINS","2015-01-12",0
39690,1,"CEINS","2015-01-11",-2
39689,1,"CEINS","2015-01-10",-2
39688,1,"CEINS","2015-01-09",-2
39687,1,"CEINS","2015-01-08",-2
39686,1,"CEINS","2015-01-07",-2
39685,1,"CEINS","2015-01-06",-2
39684,1,"CEINS","2015-01-05",-2
39683,1,"CEINS","2015-01-04",-2
39682,1,"CEINS","2015-01-03",-2
39681,1,"CEINS","2015-01-02",-2
39680,1,"CEINS","2015-01-01",-2
39679,1,"CEINS","2014-12-31",-2
39678,1,"CEINS","2014-12-30",-2
39677,1,"CEINS","2014-12-29",-2
39676,1,"CEINS","2014-12-28",-2
39675,1,"CEINS","2014-12-27",-2
39674,1,"CEINS","2014-12-26",-2
39673,1,"CEINS","2014-12-25",-2
39672,1,"CEINS","2014-12-24",-2
39671,1,"CEINS","2014-12-23",-2
39670,1,"CEINS","2014-12-22",-2
39669,1,"CEINS","2014-12-21",-2
39668,1,"CEINS","2014-12-20",-2
39667,1,"CEINS","2014-12-19",0
39666,1,"CEINS","2014-12-18",0
39665,1,"CEINS","2014-12-17",0
39664,1,"CEINS","2014-12-16",0
39663,1,"CEINS","2014-12-15",0
39662,1,"CEINS","2014-12-14",0
39661,1,"CEINS","2014-12-13",0
39660,1,"CEINS","2014-12-12",0
39659,1,"CEINS","2014-12-11",0
39658,1,"CEINS","2014-12-10",0
39657,1,"CEINS","2014-12-09",0
39656,1,"CEINS","2014-12-08",0
39655,1,"CEINS","2014-12-07",0
39654,1,"CEINS","2014-12-06",0
39653,1,"CEINS","2014-12-05",0
39652,1,"CEINS","2014-12-04",0
39651,1,"CEINS","2014-12-03",0
39650,1,"CEINS","2014-12-02",0
39649,1,"CEINS","2014-12-01",0
39648,1,"CEINS","2014-11-30",0
39647,1,"CEINS","2014-11-29",0
39646,1,"CEINS","2014-11-28",0
39645,1,"CEINS","2014-11-27",0
39644,1,"CEINS","2014-11-26",0
39643,1,"CEINS","2014-11-25",0
39642,1,"CEINS","2014-11-24",0
39641,1,"CEINS","2014-11-23",0
39640,1,"CEINS","2014-11-22",0
39639,1,"CEINS","2014-11-21",0
39638,1,"CEINS","2014-11-20",0
39637,1,"CEINS","2014-11-19",0
39636,1,"CEINS","2014-11-18",0
39635,1,"CEINS","2014-11-17",-2
39634,1,"CEINS","2014-11-16",0
39633,1,"CEINS","2014-11-15",0
39632,1,"CEINS","2014-11-14",0
39631,1,"CEINS","2014-11-13",0
39630,1,"CEINS","2014-11-12",0
39629,1,"CEINS","2014-11-11",0
39628,1,"CEINS","2014-11-10",0
39627,1,"CEINS","2014-11-09",0
39626,1,"CEINS","2014-11-08",0
39625,1,"CEINS","2014-11-07",0
39624,1,"CEINS","2014-11-06",0
39623,1,"CEINS","2014-11-05",0
39622,1,"CEINS","2014-11-04",0
39621,1,"CEINS","2014-11-03",0
39620,1,"CEINS","2014-11-02",0
39619,1,"CEINS","2014-11-01",0
39618,1,"CEINS","2014-10-31",0
39617,1,"CEINS","2014-10-30",0
39616,1,"CEINS","2014-10-29",0
39615,1,"CEINS","2014-10-28",0
39614,1,"CEINS","2014-10-27",0
39613,1,"CEINS","2014-10-26",0
39612,1,"CEINS","2014-10-25",0
39611,1,"CEINS","2014-10-24",0
39610,1,"CEINS","2014-10-23",0
39609,1,"CEINS","2014-10-22",0
39608,1,"CEINS","2014-10-21",0
39607,1,"CEINS","2014-10-20",0
39606,1,"CEINS","2014-10-19",0
39605,1,"CEINS","2014-10-18",0
39604,1,"CEINS","2014-10-17",0
39603,1,"CEINS","2014-10-16",0
39602,1,"CEINS","2014-10-15",0
39601,1,"CEINS","2014-10-14",0
39600,1,"CEINS","2014-10-13",0
39599,1,"CEINS","2014-10-12",0
39598,1,"CEINS","2014-10-11",0
39597,1,"CEINS","2014-10-10",0
39596,1,"CEINS","2014-10-09",0
39595,1,"CEINS","2014-10-08",0
39594,1,"CEINS","2014-10-07",0
39593,1,"CEINS","2014-10-06",0
39592,1,"CEINS","2014-10-05",0
39591,1,"CEINS","2014-10-04",0
39590,1,"CEINS","2014-10-03",0
39589,1,"CEINS","2014-10-02",0
39588,1,"CEINS","2014-10-01",0
39587,1,"CEINS","2014-09-30",0
39586,1,"CEINS","2014-09-29",0
39585,1,"CEINS","2014-09-28",0
39584,1,"CEINS","2014-09-27",0
39583,1,"CEINS","2014-09-26",0
39582,1,"CEINS","2014-09-25",0
39581,1,"CEINS","2014-09-24",0
39580,1,"CEINS","2014-09-23",0
39579,1,"CEINS","2014-09-22",0
39578,1,"CEINS","2014-09-21",0
39577,1,"CEINS","2014-09-20",0
39576,1,"CEINS","2014-09-19",0
39575,1,"CEINS","2014-09-18",0
39574,1,"CEINS","2014-09-17",-2
39573,1,"CEINS","2014-09-16",-2
39572,1,"CEINS","2014-09-15",-2
39571,1,"CEINS","2014-09-14",-2
39570,1,"CEINS","2014-09-13",0
39569,1,"CEINS","2014-09-12",0
39568,1,"CEINS","2014-09-11",0
39567,1,"CEINS","2014-09-10",0
39566,1,"CEINS","2014-09-09",0
39565,1,"CEINS","2014-09-08",0
39564,1,"CEINS","2014-09-07",0
39563,1,"CEINS","2014-09-06",0
39562,1,"CEINS","2014-09-05",0
39561,1,"CEINS","2014-09-04",0
39560,1,"CEINS","2014-09-03",0
39559,1,"CEINS","2014-09-02",0
39558,1,"CEINS","2014-09-01",0
39557,1,"CEINS","2014-08-31",0
39556,1,"CEINS","2014-08-30",1
39555,1,"CEINS","2014-08-29",0
39554,1,"CEINS","2014-08-28",0
39553,1,"CEINS","2014-08-27",0
39552,1,"CEINS","2014-08-26",0
39551,1,"CEINS","2014-08-25",0
39550,1,"CEINS","2014-08-24",0
39549,1,"CEINS","2014-08-23",0
39548,1,"CEINS","2014-08-22",0
39547,1,"CEINS","2014-08-21",0
39546,1,"CEINS","2014-08-20",0
39545,1,"CEINS","2014-08-19",0
39544,1,"CEINS","2014-08-18",0
39543,1,"CEINS","2014-08-17",0
39542,1,"CEINS","2014-08-16",0
39541,1,"CEINS","2014-08-15",0
39540,1,"CEINS","2014-08-14",0
39539,1,"CEINS","2014-08-13",0
39538,1,"CEINS","2014-08-12",0
39537,1,"CEINS","2014-08-11",0
39536,1,"CEINS","2014-08-10",0
39535,1,"CEINS","2014-08-09",0
39534,1,"CEINS","2014-08-08",0
39533,1,"CEINS","2014-08-07",0
39532,1,"CEINS","2014-08-06",0
39531,1,"CEINS","2014-08-05",0
39530,1,"CEINS","2014-08-04",0
39529,1,"CEINS","2014-08-03",0
39528,1,"CEINS","2014-08-02",0
39527,1,"CEINS","2014-08-01",0
39526,1,"CEINS","2014-07-31",0
39525,1,"CEINS","2014-07-30",0
39524,1,"CEINS","2014-07-29",0
39523,1,"CEINS","2014-07-28",0
39522,1,"CEINS","2014-07-27",0
39521,1,"CEINS","2014-07-26",0
39520,1,"CEINS","2014-07-25",0
39519,1,"CEINS","2014-07-24",0
39518,1,"CEINS","2014-07-23",0
39517,1,"CEINS","2014-07-22",0
39516,1,"CEINS","2014-07-21",0
39515,1,"CEINS","2014-07-20",0
39514,1,"CEINS","2014-07-19",0
39513,1,"CEINS","2014-07-18",0
39512,1,"CEINS","2014-07-17",0
39511,1,"CEINS","2014-07-16",0
39510,1,"CEINS","2014-07-15",0
39509,1,"CEINS","2014-07-14",0
39508,1,"CEINS","2014-07-13",0
39507,1,"CEINS","2014-07-12",0
39506,1,"CEINS","2014-07-11",0
39505,1,"CEINS","2014-07-10",0
39504,1,"CEINS","2014-07-09",0
39503,1,"CEINS","2014-07-08",0
39502,1,"CEINS","2014-07-07",0
39501,1,"CEINS","2014-07-06",0
39500,1,"CEINS","2014-07-05",0
39499,1,"CEINS","2014-07-04",0
39498,1,"CEINS","2014-07-03",0
39497,1,"CEINS","2014-07-02",0
39496,1,"CEINS","2014-07-01",0
39495,1,"CEINS","2014-06-30",0
39494,1,"CEINS","2014-06-29",0
39493,1,"CEINS","2014-06-28",0
39492,1,"CEINS","2014-06-27",0
39491,1,"CEINS","2014-06-26",0
39490,1,"CEINS","2014-06-25",0
39489,1,"CEINS","2014-06-24",0
39488,1,"CEINS","2014-06-23",0
39487,1,"CEINS","2014-06-22",0
39486,1,"CEINS","2014-06-21",0
39485,1,"CEINS","2014-06-20",0
39484,1,"CEINS","2014-06-19",0
39483,1,"CEINS","2014-06-18",0
39482,1,"CEINS","2014-06-17",0
39481,1,"CEINS","2014-06-16",0
39480,1,"CEINS","2014-06-15",0
39479,1,"CEINS","2014-06-14",0
39478,1,"CEINS","2014-06-13",0
39477,1,"CEINS","2014-06-12",0
39476,1,"CEINS","2014-06-11",0
39475,1,"CEINS","2014-06-10",0
39474,1,"CEINS","2014-06-09",0
39473,1,"CEINS","2014-06-08",0
39472,1,"CEINS","2014-06-07",0
39471,1,"CEINS","2014-06-06",0
39470,1,"CEINS","2014-06-05",0
39469,1,"CEINS","2014-06-04",0
39468,1,"CEINS","2014-06-03",0
39467,1,"CEINS","2014-06-02",0
39466,1,"CEINS","2014-06-01",0
39465,1,"CEINS","2014-05-31",0
39464,1,"CEINS","2014-05-30",0
39463,1,"CEINS","2014-05-29",0
39462,1,"CEINS","2014-05-28",0
39461,1,"CEINS","2014-05-27",0
39460,1,"CEINS","2014-05-26",0
39459,1,"CEINS","2014-05-25",0
39458,1,"CEINS","2014-05-24",0
39457,1,"CEINS","2014-05-23",0
39456,1,"CEINS","2014-05-22",0
39455,1,"CEINS","2014-05-21",0
39454,1,"CEINS","2014-05-20",0
39453,1,"CEINS","2014-05-19",0
39452,1,"CEINS","2014-05-18",0
39451,1,"CEINS","2014-05-17",0
39450,1,"CEINS","2014-05-16",0
39449,1,"CEINS","2014-05-15",0
39448,1,"CEINS","2014-05-14",0
39447,1,"CEINS","2014-05-13",0
39446,1,"CEINS","2014-05-12",0
39445,1,"CEINS","2014-05-11",0
39444,1,"CEINS","2014-05-10",0
39443,1,"CEINS","2014-05-09",0
39442,1,"CEINS","2014-05-08",0
39441,1,"CEINS","2014-05-07",0
39440,1,"CEINS","2014-05-06",0
39439,1,"CEINS","2014-05-05",0
39438,1,"CEINS","2014-05-04",0
39437,1,"CEINS","2014-05-03",0
39436,1,"CEINS","2014-05-02",0
39435,1,"CEINS","2014-05-01",-2
39434,1,"CEINS","2014-04-30",0
39433,1,"CEINS","2014-04-29",0
39432,1,"CEINS","2014-04-28",0
39431,1,"CEINS","2014-04-27",0
39430,1,"CEINS","2014-04-26",0
39429,1,"CEINS","2014-04-25",0
39428,1,"CEINS","2014-04-24",0
39427,1,"CEINS","2014-04-23",0
39426,1,"CEINS","2014-04-22",0
39425,1,"CEINS","2014-04-21",0
39424,1,"CEINS","2014-04-20",-2
39423,1,"CEINS","2014-04-19",-2
39422,1,"CEINS","2014-04-18",-2
39421,1,"CEINS","2014-04-17",-2
39420,1,"CEINS","2014-04-16",-2
39419,1,"CEINS","2014-04-15",-2
39418,1,"CEINS","2014-04-14",-2
39417,1,"CEINS","2014-04-13",-2
39416,1,"CEINS","2014-04-12",-2
39415,1,"CEINS","2014-04-11",-2
39414,1,"CEINS","2014-04-10",0
39413,1,"CEINS","2014-04-09",0
39412,1,"CEINS","2014-04-08",0
39411,1,"CEINS","2014-04-07",0
39410,1,"CEINS","2014-04-06",0
39409,1,"CEINS","2014-04-05",0
39408,1,"CEINS","2014-04-04",0
39407,1,"CEINS","2014-04-03",0
39406,1,"CEINS","2014-04-02",0
39405,1,"CEINS","2014-04-01",0
39404,1,"CEINS","2014-03-31",0
39403,1,"CEINS","2014-03-30",0
39402,1,"CEINS","2014-03-29",0
39401,1,"CEINS","2014-03-28",0
39400,1,"CEINS","2014-03-27",0
39399,1,"CEINS","2014-03-26",0
39398,1,"CEINS","2014-03-25",0
39397,1,"CEINS","2014-03-24",0
39396,1,"CEINS","2014-03-23",0
39395,1,"CEINS","2014-03-22",0
39394,1,"CEINS","2014-03-21",0
39393,1,"CEINS","2014-03-20",0
39392,1,"CEINS","2014-03-19",0
39391,1,"CEINS","2014-03-18",0
39390,1,"CEINS","2014-03-17",-2
